MonthsInService,MonthlyMinutes,BlockedCalls,DroppedCalls,CustomerCareCalls,RetentionCalls,IncomeGroup,CreditRating,CurrentEquipmentDays,HandsetRefurbished,Churn
7,1072.0,2.3,15.7,0.3,0,7,1,35.0,1,0
48,478.0,2.3,5.3,0.0,0,9,0,438.0,1,0
10,671.0,1.3,13.3,5.0,0,0,1,298.0,0,1
25,449.0,1.0,8.7,0.0,0,5,1,606.0,0,1
25,486.0,0.0,0.0,0.0,0,4,0,26.0,0,0
7,888.0,1.0,1.7,8.0,2,5,2,205.0,0,0
27,620.0,0.7,0.3,0.0,0,0,0,348.0,0,1
20,437.0,0.0,10.7,0.3,0,0,1,61.0,1,1
27,918.0,6.7,2.0,2.3,0,6,0,807.0,0,1
28,901.0,14.3,4.0,4.7,0,1,1,130.0,0,1
44,189.0,17.0,5.3,2.7,0,6,3,57.0,0,0
20,524.0,6.3,0.7,0.0,0,6,1,605.0,0,0
21,1698.0,10.7,10.3,1.3,0,0,2,23.0,0,0
16,156.0,0.0,1.3,6.7,0,6,1,463.0,0,0
10,844.0,6.3,6.3,4.7,0,4,1,292.0,0,0
12,136.0,0.0,4.7,2.0,0,6,4,371.0,0,0
7,624.0,8.3,9.0,0.0,0,6,1,197.0,0,0
21,69.0,0.0,0.0,0.0,0,6,1,590.0,0,0
16,226.0,3.0,0.7,0.0,0,6,1,500.0,0,1
31,816.0,1.7,10.0,0.7,0,6,1,113.0,0,0
11,215.0,2.0,10.3,0.3,0,5,3,341.0,0,0
11,549.0,0.0,0.0,0.0,0,5,1,332.0,0,0
15,5.0,2.0,0.0,0.0,0,6,1,455.0,0,0
22,502.0,3.3,2.0,0.7,0,0,1,10.0,0,0
7,438.0,18.0,1.3,1.0,0,0,4,13.0,0,1
21,653.0,7.0,18.3,4.7,0,4,3,610.0,1,0
9,318.0,0.0,0.0,0.0,0,9,0,273.0,0,0
23,372.0,0.3,4.7,0.0,0,5,1,689.0,0,0
6,937.0,8.3,19.7,5.3,0,0,4,16.0,0,0
16,232.0,0.0,5.7,1.3,0,1,2,486.0,0,0
7,424.0,13.7,1.0,1.0,0,0,6,198.0,0,0
11,0.0,0.0,0.0,0.0,0,0,1,321.0,0,1
8,1378.0,3.3,39.0,0.7,1,8,6,110.0,0,0
9,649.0,31.3,5.3,1.7,0,0,1,251.0,0,0
10,111.0,6.0,2.3,0.0,0,6,0,301.0,1,0
24,69.0,0.0,0.7,0.0,0,6,2,688.0,0,0
27,200.0,1.7,5.0,0.0,0,7,2,808.0,0,0
10,1138.0,0.7,10.7,2.7,0,0,2,182.0,0,0
14,423.0,10.3,2.0,0.0,0,5,1,431.0,0,0
41,181.0,1.0,3.0,0.0,0,7,3,361.0,0,1
47,24.0,0.0,0.7,1.7,1,6,0,785.0,0,0
21,1756.0,1.3,45.3,1.0,0,9,1,430.0,0,0
31,132.0,6.0,7.7,0.3,0,7,2,281.0,0,0
10,109.0,0.3,1.3,0.7,0,0,1,280.0,0,0
13,964.0,3.7,0.3,8.0,0,5,4,70.0,0,0
31,53.0,0.3,0.3,0.0,0,6,2,937.0,0,1
28,208.0,0.7,2.7,0.3,0,9,1,824.0,0,1
10,647.0,0.3,7.0,0.0,0,8,4,302.0,0,0
10,1416.0,0.3,9.3,0.7,0,6,1,308.0,0,1
34,602.0,1.0,5.3,0.0,0,7,0,248.0,1,0
24,2069.0,2.3,21.3,11.0,0,0,1,196.0,0,0
18,67.0,0.0,0.7,0.0,0,7,1,525.0,0,1
16,600.0,5.0,1.3,1.0,0,4,1,481.0,0,1
21,365.0,0.0,7.0,0.0,0,1,1,642.0,0,0
24,22.0,1.3,1.0,0.0,0,9,0,729.0,0,0
12,2644.0,5.7,7.7,3.0,0,5,1,34.0,1,0
13,58.0,0.0,0.0,0.0,0,7,1,369.0,0,0
28,24.0,1.3,0.0,0.0,0,8,0,850.0,0,0
31,179.0,2.0,0.0,0.0,0,7,2,359.0,0,0
26,291.0,2.0,0.3,0.0,2,7,3,285.0,0,1
6,582.0,88.0,5.7,0.0,0,7,2,191.0,0,0
12,2163.0,3.3,37.3,12.7,0,3,3,73.0,0,0
18,114.0,0.0,1.3,0.0,0,7,1,211.0,1,0
6,12.0,0.0,0.0,0.0,0,6,1,195.0,0,0
36,1766.0,5.7,11.0,4.0,0,4,2,134.0,0,0
19,1013.0,0.3,7.3,0.0,0,0,3,572.0,0,0
13,38.0,2.3,0.0,0.0,1,8,3,398.0,0,1
25,855.0,7.0,12.7,0.0,0,7,4,171.0,0,0
35,254.0,0.0,3.7,0.0,0,9,0,202.0,0,0
25,854.0,2.7,8.0,0.0,0,0,1,150.0,0,0
20,137.0,6.7,0.7,1.7,0,7,1,437.0,0,1
33,151.0,2.0,0.0,0.3,0,2,0,113.0,0,1
15,20.0,0.7,0.3,0.0,1,4,2,248.0,0,1
21,432.0,1.7,1.3,0.0,0,6,1,7.0,1,0
10,802.0,4.3,5.7,2.0,1,7,3,318.0,0,0
48,658.0,4.3,2.3,0.0,0,6,3,317.0,0,0
6,344.0,0.3,4.0,0.0,0,1,2,184.0,0,0
23,46.0,1.0,1.0,0.0,0,4,0,697.0,1,1
36,364.0,2.3,5.7,0.0,0,8,3,1088.0,0,0
19,304.0,0.0,1.3,0.0,0,8,1,576.0,0,0
9,306.0,0.0,0.0,0.0,0,6,1,273.0,0,0
7,310.0,2.0,2.3,0.0,0,1,1,197.0,1,0
22,157.0,10.3,0.0,0.0,0,4,1,299.0,1,0
36,93.0,0.3,2.7,0.0,0,4,2,59.0,0,0
19,598.0,10.7,4.7,2.0,0,0,1,574.0,0,0
16,250.0,0.0,0.0,0.0,0,0,1,406.0,1,1
9,332.0,0.0,0.0,0.0,0,0,1,283.0,0,0
39,374.0,3.0,4.3,0.3,0,4,2,775.0,0,1
13,980.0,0.0,0.0,0.0,0,0,1,392.0,0,0
45,154.0,0.0,3.3,1.0,0,0,2,469.0,1,1
26,260.0,24.0,0.3,0.0,0,3,0,573.0,0,0
14,474.0,0.0,1.3,0.0,0,0,3,14.0,1,0
7,537.0,0.3,3.7,5.7,0,0,1,212.0,0,0
26,2040.0,1.0,20.3,7.7,0,4,2,30.0,0,1
8,1912.0,22.7,10.7,0.0,0,7,4,189.0,0,0
25,474.0,1.0,1.7,8.7,0,0,2,440.0,0,1
20,906.0,11.0,23.0,0.0,1,3,1,33.0,0,0
6,248.0,4.3,0.7,2.7,0,1,1,188.0,0,1
32,1392.0,11.3,7.7,7.7,1,6,2,278.0,0,0
14,472.0,2.7,2.3,0.0,0,7,1,180.0,0,0
25,974.0,3.7,5.3,0.0,0,9,1,742.0,0,0
8,1446.0,0.7,13.0,0.3,0,0,6,236.0,0,0
12,965.0,0.7,5.7,5.0,0,4,3,368.0,0,0
16,0.0,0.0,0.0,0.0,0,6,2,272.0,0,1
16,768.0,0.7,9.0,1.3,0,0,3,471.0,0,0
9,407.0,1.3,2.7,4.3,0,8,2,266.0,0,0
21,8.0,0.7,0.7,12.7,0,1,2,622.0,0,1
13,968.0,1.0,6.0,2.3,0,3,4,388.0,0,0
10,750.0,0.3,2.7,0.0,0,1,2,292.0,0,0
10,2240.0,10.7,8.3,2.3,0,0,2,34.0,0,0
32,42.0,0.0,0.0,0.0,0,6,0,969.0,0,1
20,128.0,0.0,2.7,0.3,0,8,3,598.0,0,1
29,414.0,3.0,3.7,0.0,0,9,0,380.0,0,0
23,342.0,0.0,3.0,1.3,0,6,4,7.0,0,0
13,229.0,3.3,6.3,0.0,0,1,4,388.0,0,0
18,388.0,2.7,5.0,0.0,0,9,1,63.0,0,0
22,417.0,0.3,0.7,0.0,0,6,2,305.0,0,0
9,99.0,3.3,0.0,0.0,0,3,1,286.0,0,0
11,260.0,0.0,0.0,0.0,0,3,1,335.0,0,0
8,198.0,0.0,7.0,0.0,0,8,1,252.0,0,0
28,28.0,0.0,0.3,0.0,0,1,0,293.0,0,0
26,500.0,5.7,10.7,0.0,0,9,2,798.0,0,0
43,1113.0,0.3,9.7,1.0,0,4,0,648.0,0,0
18,163.0,1.0,1.0,0.0,0,7,4,538.0,0,0
7,226.0,8.7,0.3,0.3,0,6,1,218.0,0,0
33,55.0,0.3,0.0,0.0,0,4,0,1018.0,1,0
31,484.0,12.3,2.0,11.3,0,5,0,922.0,1,0
13,624.0,2.0,6.0,3.0,0,6,1,60.0,0,0
18,374.0,6.3,1.3,2.3,0,0,3,544.0,0,0
20,106.0,0.7,1.3,0.0,0,5,1,465.0,0,1
10,692.0,9.0,5.0,7.7,0,0,1,298.0,0,0
28,885.0,3.0,6.3,1.0,0,7,2,539.0,0,1
12,461.0,0.0,0.0,0.0,0,6,1,364.0,0,0
28,158.0,1.7,0.7,0.0,1,7,0,499.0,1,0
14,309.0,0.0,0.0,0.0,0,1,3,425.0,0,0
23,205.0,4.0,4.3,0.7,0,6,1,475.0,1,0
15,456.0,0.0,1.0,2.0,0,5,1,430.0,0,0
15,284.0,0.3,7.3,0.0,0,0,1,447.0,0,0
20,164.0,9.3,2.3,0.0,0,0,1,611.0,0,1
18,358.0,2.7,5.0,0.0,0,5,1,554.0,0,1
15,960.0,9.0,13.0,0.0,0,6,6,241.0,0,1
17,589.0,0.7,2.0,0.0,0,0,1,509.0,0,0
22,1012.0,0.7,20.0,12.0,0,0,4,158.0,0,0
13,634.0,6.3,3.7,0.0,0,9,1,381.0,0,0
16,122.0,6.3,24.0,0.3,0,1,1,467.0,0,1
11,923.0,32.3,5.3,21.3,0,0,5,48.0,0,0
8,642.0,1.3,10.7,4.3,0,0,2,230.0,0,0
28,1637.0,17.0,18.7,0.0,0,3,0,189.0,0,0
33,722.0,4.7,23.7,6.7,0,7,2,216.0,0,1
34,852.0,4.3,14.3,5.0,2,6,0,195.0,1,1
23,390.0,4.7,1.0,3.3,0,9,2,45.0,1,0
21,694.0,4.0,1.3,1.0,0,0,1,146.0,0,0
17,476.0,3.7,3.0,5.0,1,0,3,226.0,1,1
12,76.0,0.0,1.7,0.3,0,0,2,354.0,0,0
31,156.0,4.0,7.3,0.3,0,0,2,931.0,0,1
16,479.0,1.0,5.3,1.0,0,5,1,475.0,0,1
13,256.0,0.3,1.7,0.0,0,7,1,382.0,0,0
13,73.0,0.0,1.3,0.0,0,9,1,373.0,0,1
15,125.0,0.3,3.3,0.0,0,4,1,428.0,0,1
16,379.0,0.3,3.0,0.0,0,7,0,490.0,0,0
8,76.0,0.0,6.0,0.3,0,9,1,225.0,0,0
11,137.0,0.0,0.0,0.0,0,9,1,338.0,0,1
13,1893.0,12.7,3.3,17.0,0,5,0,388.0,0,1
14,74.0,0.0,1.7,0.0,0,5,4,404.0,0,1
37,596.0,1.3,10.7,0.0,0,0,6,556.0,0,0
21,45.0,0.0,0.0,0.0,0,6,1,651.0,0,1
26,682.0,4.7,2.7,2.0,0,7,2,643.0,1,0
19,1272.0,2.3,4.7,0.3,0,0,2,577.0,0,0
14,93.0,0.0,2.3,0.0,0,6,0,325.0,1,0
11,380.0,11.3,1.0,0.0,0,0,0,327.0,0,0
26,113.0,1.7,0.3,0.0,0,5,0,787.0,0,0
19,1054.0,13.7,5.7,2.0,0,1,1,577.0,0,0
13,330.0,2.7,12.3,0.3,0,6,1,124.0,0,0
26,16.0,0.7,0.0,0.0,0,6,1,781.0,0,1
36,12.0,0.3,0.0,0.0,0,6,0,1100.0,0,0
10,114.0,0.0,0.0,0.0,0,6,3,306.0,0,1
10,1586.0,4.7,23.3,18.3,0,0,3,297.0,0,0
16,57.0,0.0,0.0,0.0,0,9,2,477.0,0,0
35,8.0,0.0,0.0,0.0,1,6,0,1051.0,0,0
11,480.0,8.0,3.0,0.0,0,0,1,348.0,0,0
23,348.0,1.7,2.0,0.0,0,7,1,688.0,0,0
33,58.0,0.3,0.3,0.0,0,6,0,1003.0,0,0
13,1216.0,11.7,7.3,1.3,0,9,1,29.0,1,0
12,1816.0,7.3,7.0,6.7,0,3,4,362.0,0,1
7,466.0,1.7,1.0,0.0,0,8,1,197.0,0,0
21,1255.0,28.3,18.0,15.0,0,1,4,242.0,1,0
11,1689.0,1.0,17.0,13.0,0,5,4,254.0,0,0
20,319.0,18.3,3.3,0.0,0,7,1,62.0,0,0
31,154.0,2.3,3.3,0.7,0,6,0,919.0,0,1
24,162.0,0.0,1.3,0.0,0,6,1,719.0,0,1
25,558.0,23.0,13.3,12.0,1,3,2,18.0,1,0
12,545.0,9.0,1.3,0.7,0,7,1,375.0,0,0
7,567.0,18.0,3.0,4.0,0,5,1,169.0,0,0
14,1086.0,2.7,12.0,1.3,0,6,1,407.0,0,1
10,824.0,5.3,22.3,0.0,0,7,2,86.0,0,0
25,1886.0,5.7,8.3,30.0,0,2,2,38.0,0,0
13,289.0,4.7,18.7,0.7,0,1,3,369.0,0,0
13,245.0,1.3,3.0,0.0,0,9,2,386.0,0,1
35,88.0,0.0,2.3,0.3,0,5,0,156.0,0,1
27,63.0,0.0,1.0,0.0,0,6,1,438.0,0,1
8,780.0,0.0,0.0,0.0,0,6,1,253.0,0,0
17,146.0,0.3,2.3,0.0,0,8,1,526.0,0,0
26,76.0,1.0,1.3,0.0,0,9,1,762.0,0,0
9,117.0,8.0,0.7,0.0,0,3,2,268.0,0,1
11,375.0,0.7,9.7,2.3,0,0,6,321.0,0,1
22,338.0,4.3,4.7,9.0,0,4,1,57.0,0,1
16,260.0,2.3,0.3,0.3,0,4,2,73.0,0,0
26,68.0,0.7,2.7,0.0,0,7,2,204.0,0,0
32,414.0,0.0,3.3,0.0,0,9,0,972.0,0,1
6,592.0,1.7,14.3,1.3,0,5,6,181.0,0,1
22,436.0,0.7,5.0,0.0,0,9,1,667.0,0,0
20,1068.0,28.0,4.0,1.7,0,6,3,184.0,1,0
43,1077.0,3.7,3.3,0.7,0,0,3,285.0,0,0
11,1335.0,1.3,14.3,0.0,0,6,1,317.0,0,0
11,512.0,2.7,2.0,0.3,0,0,2,331.0,0,0
6,1662.0,76.7,6.3,10.0,0,0,1,195.0,0,1
26,786.0,0.7,7.0,7.0,0,6,0,10.0,1,0
23,242.0,0.3,6.0,0.7,0,9,1,121.0,0,0
20,274.0,6.0,2.3,0.0,0,6,1,590.0,0,1
27,78.0,1.7,0.7,0.0,1,7,2,818.0,0,0
30,578.0,0.3,3.7,0.7,0,4,2,905.0,0,1
10,446.0,19.0,0.0,0.0,0,4,1,294.0,0,0
13,1206.0,3.0,45.7,1.3,0,6,2,151.0,0,0
22,304.0,25.3,2.3,2.3,0,7,4,681.0,0,0
17,250.0,5.0,2.3,0.3,0,0,1,448.0,1,1
17,1565.0,0.0,13.3,0.0,0,3,1,509.0,0,0
18,875.0,4.3,9.0,7.7,0,4,4,222.0,1,0
31,30.0,0.0,0.3,0.0,0,6,2,918.0,0,0
33,146.0,0.0,0.3,1.0,0,4,4,1007.0,0,0
19,335.0,0.3,2.3,0.3,0,3,2,197.0,1,0
13,85.0,0.0,3.3,6.0,0,0,2,120.0,0,0
27,312.0,7.0,1.3,0.0,0,9,0,821.0,0,1
10,723.0,0.0,0.0,0.0,0,4,2,300.0,0,0
8,1124.0,7.3,73.7,44.0,0,8,2,251.0,0,0
13,466.0,0.0,18.7,0.0,0,9,1,11.0,0,1
6,24.0,0.0,0.0,0.0,0,8,4,12.0,0,0
29,18.0,0.0,1.3,0.0,0,6,1,294.0,1,0
10,30.0,0.0,0.0,0.0,0,0,1,313.0,0,1
23,729.0,0.3,2.0,0.0,0,5,1,688.0,0,1
39,100.0,0.7,0.3,0.0,0,9,0,1184.0,0,0
13,1.0,0.7,0.0,0.0,0,6,2,405.0,0,0
18,528.0,2.0,11.7,0.7,0,0,2,554.0,0,1
7,932.0,1.7,14.7,12.7,0,3,2,182.0,0,0
9,219.0,5.0,4.0,0.0,0,6,3,68.0,0,0
28,0.0,0.0,0.0,0.0,0,7,1,352.0,0,1
14,1458.0,3.3,16.7,3.7,0,6,3,2.0,0,0
7,574.0,2.3,4.7,7.0,0,6,1,225.0,0,0
19,0.0,0.0,0.0,0.0,0,1,3,577.0,0,0
10,940.0,9.0,4.7,16.3,0,0,4,77.0,0,1
6,1215.0,7.0,16.7,0.0,0,4,2,183.0,0,0
19,220.0,6.7,1.7,0.3,0,9,1,564.0,0,0
12,320.0,10.3,1.3,5.3,0,0,1,338.0,0,1
13,38.0,0.0,0.0,0.0,0,4,1,383.0,0,1
16,209.0,1.3,5.0,0.0,0,1,1,478.0,0,0
10,52.0,0.0,1.0,0.0,0,0,1,296.0,0,0
18,40.0,0.0,0.0,0.0,0,9,1,539.0,0,1
7,1751.0,9.0,80.3,5.3,0,0,4,116.0,1,0
15,711.0,4.0,4.7,0.3,0,0,1,469.0,0,0
20,259.0,0.0,1.7,0.3,0,8,1,596.0,0,0
11,0.0,0.0,0.0,0.0,0,9,1,311.0,0,1
21,57.0,0.7,0.0,1.3,0,0,4,623.0,1,0
40,236.0,10.0,0.3,1.0,0,9,0,1226.0,0,1
23,734.0,0.7,14.0,0.0,0,1,0,474.0,0,1
8,453.0,0.0,0.0,0.0,0,0,1,249.0,0,1
17,2906.0,0.3,24.0,2.0,0,0,4,28.0,0,0
19,518.0,1.3,2.0,0.0,0,5,0,399.0,0,0
49,974.0,7.0,7.0,0.0,0,6,2,374.0,1,0
7,42.0,0.0,1.7,0.0,0,4,1,197.0,0,0
20,987.0,2.3,21.3,0.0,0,6,1,190.0,0,0
9,153.0,0.0,0.0,0.0,0,7,1,287.0,0,0
12,202.0,1.0,2.7,0.0,0,6,2,359.0,0,1
46,580.0,6.0,5.3,0.0,0,0,3,779.0,0,1
6,483.0,2.7,17.3,1.3,0,5,6,182.0,0,0
24,242.0,0.0,4.3,0.0,1,7,1,279.0,0,1
18,24.0,1.7,0.3,0.0,0,1,4,557.0,0,0
22,245.0,0.3,0.0,0.0,0,3,5,37.0,0,0
8,320.0,1.7,13.7,3.0,0,6,2,225.0,0,0
19,410.0,1.0,4.7,10.3,0,7,4,575.0,0,0
48,444.0,0.3,3.0,0.0,0,6,0,232.0,1,0
9,2144.0,5.7,44.7,12.7,0,0,4,152.0,0,0
16,1388.0,0.0,0.0,0.0,0,8,1,107.0,1,0
31,867.0,0.7,10.3,1.0,0,6,4,403.0,0,0
8,840.0,5.0,17.7,11.7,0,4,6,220.0,0,0
14,81.0,0.3,1.7,0.0,0,7,1,421.0,0,0
21,408.0,0.0,2.7,0.0,0,5,6,-1.0,1,0
17,421.0,0.7,4.7,1.0,0,0,4,527.0,0,0
32,108.0,0.7,0.0,0.0,0,7,0,591.0,1,0
36,41.0,0.0,0.3,1.0,0,6,0,251.0,0,0
15,645.0,2.3,15.7,3.0,0,3,2,445.0,1,0
24,109.0,0.3,4.7,0.0,0,5,0,742.0,0,0
17,343.0,0.3,5.7,0.0,0,7,3,512.0,0,0
21,471.0,0.3,8.3,0.3,0,8,2,645.0,0,0
23,154.0,1.0,0.7,0.0,0,9,1,698.0,1,0
29,34.0,0.3,0.0,0.0,0,5,0,868.0,0,0
13,110.0,0.0,9.3,0.0,0,0,1,391.0,0,1
13,172.0,0.0,1.3,0.0,0,8,2,376.0,0,1
25,53.0,0.3,0.7,0.0,0,9,0,764.0,0,1
34,72.0,0.0,1.3,0.3,0,8,0,1005.0,0,1
15,369.0,0.7,1.3,0.0,0,6,2,465.0,0,0
6,1018.0,3.0,15.3,4.3,0,0,3,185.0,0,1
7,55.0,0.0,0.0,0.0,0,7,1,210.0,0,0
36,133.0,0.0,3.0,0.7,0,0,2,1067.0,0,0
8,1168.0,14.0,9.0,6.0,0,6,4,241.0,0,0
21,210.0,1.3,6.7,0.0,0,6,5,612.0,1,0
28,2047.0,2.3,20.3,2.3,0,7,2,210.0,1,0
8,170.0,0.0,2.7,0.0,0,9,3,226.0,0,0
28,1212.0,7.3,7.0,2.0,0,1,3,438.0,0,0
8,358.0,8.3,0.7,0.0,0,3,1,239.0,1,0
8,1492.0,0.0,0.0,0.0,0,6,1,250.0,0,0
8,452.0,2.3,3.0,4.0,0,5,4,228.0,0,0
31,28.0,4.3,0.7,0.0,0,4,0,865.0,0,0
7,834.0,1.3,15.3,6.7,0,0,1,204.0,0,0
43,21.0,0.0,0.3,0.3,0,4,0,1293.0,0,1
19,375.0,2.3,3.7,3.0,0,6,1,550.0,0,1
9,12.0,0.0,0.3,0.0,0,4,3,269.0,0,0
8,866.0,4.0,19.0,0.7,0,0,2,245.0,0,1
16,61.0,3.0,0.0,0.0,0,9,1,194.0,0,1
22,101.0,7.7,0.0,0.0,0,6,1,665.0,0,1
14,2299.0,69.7,27.0,9.0,0,6,3,168.0,0,0
11,318.0,0.7,6.3,0.7,0,0,5,315.0,0,0
25,13.0,1.7,0.0,0.0,0,6,0,772.0,0,0
8,1167.0,13.0,3.7,2.3,0,7,2,239.0,0,0
11,322.0,1.3,3.3,0.0,0,0,1,306.0,0,0
15,390.0,0.7,8.7,0.0,0,0,1,441.0,0,0
15,305.0,0.7,5.0,0.7,0,6,6,464.0,0,0
16,7.0,0.0,0.0,1.3,0,0,1,458.0,0,1
13,444.0,3.7,12.3,2.7,0,6,3,66.0,1,0
8,1247.0,0.0,23.3,0.0,0,4,2,214.0,0,0
29,513.0,0.7,8.0,0.0,0,0,0,245.0,0,0
40,159.0,4.3,13.0,0.0,0,5,5,261.0,1,1
12,370.0,0.0,0.0,0.0,0,6,1,357.0,0,0
11,2234.0,29.7,10.0,3.7,0,0,4,96.0,0,1
15,398.0,0.7,8.3,1.0,0,0,4,454.0,0,0
43,167.0,0.3,0.3,0.0,0,7,0,575.0,0,0
14,231.0,1.3,1.7,0.0,0,7,2,435.0,0,0
7,343.0,2.7,0.7,0.0,0,5,1,212.0,0,0
36,550.0,1.7,28.0,1.7,0,4,0,342.0,0,1
10,691.0,5.7,6.3,6.7,0,3,1,129.0,1,0
23,598.0,1.0,7.0,1.3,0,6,4,685.0,0,1
14,983.0,0.0,0.0,0.0,0,6,1,401.0,0,0
12,424.0,1.3,5.3,0.0,0,4,1,365.0,0,0
23,403.0,0.3,12.0,0.0,0,7,1,679.0,0,1
48,185.0,0.7,3.0,0.0,0,9,0,506.0,0,0
14,1561.0,6.3,12.7,9.0,0,6,3,79.0,0,0
33,289.0,0.0,0.0,0.0,0,9,0,71.0,0,0
37,284.0,0.0,0.0,0.0,0,6,0,1116.0,0,0
19,291.0,12.0,2.0,0.3,0,0,3,46.0,0,1
32,880.0,0.0,0.0,0.0,0,9,0,169.0,0,1
8,1411.0,27.7,27.0,31.7,0,3,4,231.0,0,1
9,5.0,0.0,0.0,0.0,0,5,3,267.0,0,0
20,469.0,3.0,3.3,3.0,0,7,2,325.0,0,1
8,532.0,6.0,0.3,0.0,0,2,4,232.0,0,0
14,594.0,0.3,4.3,0.0,0,0,1,414.0,0,0
10,1538.0,4.0,14.0,0.7,0,1,3,299.0,0,0
17,202.0,0.0,5.3,0.0,0,3,6,195.0,0,0
24,406.0,0.7,4.0,0.0,0,6,1,10.0,0,0
18,20.0,0.0,0.0,0.0,0,6,1,534.0,0,0
21,320.0,0.0,4.3,6.0,0,0,1,627.0,0,0
23,47.0,3.3,1.7,0.7,0,0,2,711.0,0,0
16,151.0,1.0,4.3,0.0,0,9,1,471.0,0,0
11,556.0,1.3,2.0,0.3,0,5,2,65.0,1,0
38,322.0,0.7,0.0,0.0,0,0,3,497.0,0,0
43,362.0,0.7,5.0,1.7,0,6,0,219.0,0,0
11,5.0,0.0,0.0,0.0,0,6,0,343.0,0,0
18,77.0,0.0,2.3,0.0,0,6,2,522.0,0,1
23,478.0,0.3,5.0,0.3,0,7,4,28.0,0,0
15,304.0,0.0,0.0,0.0,0,6,1,447.0,0,0
54,2.0,0.0,0.0,0.0,0,6,0,1630.0,0,0
11,534.0,0.0,15.3,1.0,0,9,4,326.0,0,1
26,205.0,1.0,1.0,0.0,0,6,1,765.0,0,1
9,84.0,0.0,1.3,0.0,0,0,2,277.0,0,1
10,3.0,0.0,0.0,0.0,0,5,1,290.0,0,0
15,1002.0,7.7,6.0,0.0,0,8,3,433.0,0,1
10,71.0,0.0,0.3,0.0,0,1,1,288.0,0,0
21,529.0,1.0,14.0,0.0,0,0,3,615.0,0,1
7,661.0,2.7,19.0,5.0,0,0,6,150.0,0,0
12,870.0,0.7,16.7,4.0,0,0,1,197.0,0,0
25,142.0,1.7,0.7,0.0,0,0,2,748.0,0,0
11,463.0,0.0,0.0,0.0,0,6,2,341.0,0,0
37,1078.0,0.0,6.7,0.0,0,6,0,1042.0,1,0
20,469.0,0.0,5.3,4.7,0,8,1,615.0,0,0
26,254.0,0.7,7.7,0.0,0,7,1,773.0,0,0
11,1068.0,7.0,10.0,13.3,1,1,5,233.0,1,0
31,251.0,0.7,2.0,0.3,0,6,0,81.0,0,1
10,392.0,0.3,7.3,0.0,0,9,3,295.0,0,0
31,430.0,0.0,6.7,0.0,0,7,0,525.0,0,0
24,78.0,0.3,1.0,0.0,0,9,0,710.0,0,1
18,344.0,4.0,0.3,0.0,0,8,1,113.0,0,0
13,381.0,4.7,1.3,1.0,0,0,4,83.0,0,0
9,197.0,0.0,8.3,0.0,0,0,4,252.0,0,0
14,962.0,10.0,4.7,21.0,0,5,3,38.0,0,0
13,1033.0,1.3,16.0,1.7,0,7,2,381.0,0,1
7,123.0,0.7,5.0,0.0,0,0,1,102.0,1,0
13,28.0,0.0,0.7,0.0,0,5,1,371.0,0,1
12,187.0,1.3,1.0,0.7,0,4,1,210.0,0,1
11,203.0,6.0,0.0,0.0,0,9,1,321.0,0,0
14,656.0,1.7,15.7,0.3,0,0,6,406.0,0,1
33,486.0,0.0,0.0,9.7,0,6,0,1002.0,0,0
48,147.0,0.3,3.3,0.3,0,9,0,644.0,0,0
36,544.0,0.0,3.0,2.7,0,7,3,450.0,0,0
16,120.0,2.7,1.0,1.0,0,8,4,18.0,0,0
13,492.0,19.3,2.7,0.0,0,9,1,3.0,1,1
16,277.0,0.3,0.3,1.3,0,0,4,230.0,0,0
8,314.0,0.3,4.7,0.0,0,0,4,239.0,0,0
7,1144.0,33.7,12.3,8.0,0,5,4,197.0,0,0
13,328.0,0.0,0.0,0.0,0,9,1,382.0,0,0
9,809.0,2.7,3.3,0.3,0,1,3,280.0,0,0
7,1156.0,7.7,2.3,1.7,0,5,2,204.0,0,0
36,120.0,0.0,0.7,0.0,0,5,0,35.0,0,0
21,168.0,3.0,2.3,0.3,0,6,3,530.0,1,0
12,904.0,1.3,2.3,1.0,0,0,4,226.0,1,1
35,678.0,0.3,6.7,0.7,0,5,0,149.0,1,1
9,190.0,0.3,6.0,0.0,0,0,1,267.0,0,0
14,474.0,0.0,0.0,0.0,0,4,1,402.0,0,0
21,138.0,4.3,1.0,0.7,0,3,1,379.0,1,1
13,858.0,8.7,5.3,1.3,0,7,1,212.0,0,1
20,316.0,0.0,3.7,0.0,0,6,2,590.0,0,0
9,0.0,0.0,0.0,0.0,0,6,4,251.0,0,1
13,659.0,5.7,2.3,0.0,0,8,1,388.0,0,1
24,394.0,2.0,9.3,2.0,0,0,1,719.0,0,1
9,180.0,2.7,4.3,0.3,0,5,1,271.0,0,0
24,394.0,2.7,4.0,1.0,0,0,4,262.0,0,0
22,333.0,0.0,5.0,0.0,0,3,5,665.0,0,1
33,136.0,0.0,0.3,0.0,0,0,4,201.0,0,0
11,287.0,0.7,1.3,0.0,0,5,1,322.0,0,0
29,8.0,0.7,0.0,0.0,0,6,1,861.0,0,0
29,0.0,0.0,0.0,1.0,0,4,2,387.0,1,1
15,660.0,1.3,7.0,0.0,0,9,2,185.0,1,1
25,896.0,5.0,33.0,0.0,0,0,0,746.0,0,0
18,488.0,8.0,0.7,0.0,0,6,1,537.0,0,1
17,985.0,6.0,6.0,1.3,0,9,1,73.0,0,0
35,326.0,6.0,9.7,0.0,0,6,0,181.0,1,0
